No.,Location,Price,BD,BA,sq..ft.,URL,Image,Sold,Pending,PriceChange,Listed,Days_in_Market,Days_to_Pending
271,"105 N 31st Ave APT 509, Omaha, NE 68131","$150,000 ",1 bd,1 ba,785 sqft,https://www.zillow.com/homedetails/105-N-31st-Ave-APT-509-Omaha-NE-68131/91933880_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/12/2024,1/10/2024,Yes,10/11/2023,124,91
272,"5901 N 35th St, Omaha, NE 68111","$135,000 ",3 bds,1 ba,900 sqft,'https://www.zillow.com/homedetails/5901-N-35th-St-Omaha-NE-68111/75795678_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,1/2/2024,Yes,9/14/2023,126,110
273,"5901 N 35th St, Omaha, NE 68111","$135,000 ",3 bds,1 ba,900 sqft,'https://www.zillow.com/homedetails/5901-N-35th-St-Omaha-NE-68111/75795678_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,1/2/2024,Yes,9/14/2023,126,110
274,"15805 Orchard Ave, Omaha, NE 68135","$288,000 ",3 bds,2 ba,"1,634 sqft",'https://www.zillow.com/homedetails/15805-Orchard-Ave-Omaha-NE-68135/75862959_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/31/2023,Yes,9/28/2023,127,94
275,"120 S 31st Ave APT 5513, Omaha, NE 68131","$220,000 ",1 bd,1 ba,889 sqft,https://www.zillow.com/homedetails/120-S-31st-Ave-APT-5513-Omaha-NE-68131/123427479_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,12/30/2023,Yes,9/30/2023,132,91
276,"7421 N 108th St, Omaha, NE 68142","$320,000 ",4 bds,3 ba,"2,630 sqft",https://www.zillow.com/homedetails/7421-N-108th-St-Omaha-NE-68142/91919613_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/7/2024,1/25/2024,Yes,9/28/2023,132,119
277,"3809 N 53rd St, Omaha, NE 68104","$245,000 ",5 bds,2 ba,"1,942 sqft",'https://www.zillow.com/homedetails/3809-N-53rd-St-Omaha-NE-68104/75777692_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/22/2023,Yes,9/22/2023,133,91
278,"5415 N 208th St, Elkhorn, NE 68022","$501,300 ",4 bds,3 ba,"2,916 sqft",'https://www.zillow.com/homedetails/5415-N-208th-St-Elkhorn-NE-68022/2072573562_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/13/2024,Yes,10/2/2023,137,103
310,"3520 N 50th St, Omaha, NE 68104","$270,000 ",3 bds,2 ba,"2,158 sqft",https://www.zillow.com/homedetails/3520-N-50th-St-Omaha-NE-68104/75878365_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,10/9/2023,No,9/23/2023,138,16
279,"2324 N 65th St, Omaha, NE 68104","$161,500 ",3 bds,1 ba,864 sqft,'https://www.zillow.com/homedetails/2324-N-65th-St-Omaha-NE-68104/75824646_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/12/2024,10/30/2023,Yes,9/26/2023,139,34
280,"6539 Spencer St, Omaha, NE 68104","$190,000 ",2 bds,1 ba,955 sqft,'https://www.zillow.com/homedetails/6539-Spencer-St-Omaha-NE-68104/75779582_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/16/2024,Yes,9/29/2023,140,109
281,"4014 S 175th Ave, Omaha, NE 68130","$786,500 ",5 bds,5 ba,"5,475 sqft",'https://www.zillow.com/homedetails/4014-S-175th-Ave-Omaha-NE-68130/75844716_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/12/2023,Yes,8/31/2023,141,103
282,"4014 S 175th Ave, Omaha, NE 68130","$786,500 ",5 bds,5 ba,"5,475 sqft",'https://www.zillow.com/homedetails/4014-S-175th-Ave-Omaha-NE-68130/75844716_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/12/2023,Yes,8/31/2023,141,103
283,"770 N 93rd St APT 2B2, Omaha, NE 68114","$390,000 ",2 bds,2 ba,"1,890 sqft",'https://www.zillow.com/homedetails/770-N-93rd-St-APT-2B2-Omaha-NE-68114/75817746_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,12/16/2023,Yes,9/8/2023,145,99
284,"8406 S 179th Ave, Omaha, NE 68136","$352,204 ",3 bds,2 ba,"1,879 sqft",'https://www.zillow.com/homedetails/8406-S-179th-Ave-Omaha-NE-68136/2057099202_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,9/21/2023,Yes,8/21/2023,149,31
285,"8406 S 179th Ave, Omaha, NE 68136","$352,204 ",3 bds,2 ba,"1,879 sqft",'https://www.zillow.com/homedetails/8406-S-179th-Ave-Omaha-NE-68136/2057099202_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,9/21/2023,Yes,8/21/2023,149,31
286,"15707 Hartman Ave, Omaha, NE 68116","$429,000 ",3 bds,3 ba,"2,452 sqft",'https://www.zillow.com/homedetails/15707-Hartman-Ave-Omaha-NE-68116/118873080_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,12/28/2023,Yes,9/12/2023,150,107
298,"17524 Greenleaf St, Omaha, NE 68136","$409,900 ",3 bds,3 ba,"2,201 sqft",'https://www.zillow.com/homedetails/17524-Greenleaf-St-Omaha-NE-68136/2062266208_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/12/2024,No,9/8/2023,153,126
287,"20611 Hartman Ave, Elkhorn, NE 68022","$701,500 ",5 bds,4 ba,"3,600 sqft",'https://www.zillow.com/homedetails/20611-Hartman-Ave-Elkhorn-NE-68022/2061150429_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/23/2024,1/12/2024,Yes,8/22/2023,154,143
288,"20611 Hartman Ave, Elkhorn, NE 68022","$701,500 ",5 bds,4 ba,"3,600 sqft",'https://www.zillow.com/homedetails/20611-Hartman-Ave-Elkhorn-NE-68022/2061150429_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/23/2024,1/12/2024,Yes,8/22/2023,154,143
289,"21327 I St, Elkhorn, NE 68022","$439,299 ",4 bds,3 ba,"2,466 sqft",'https://www.zillow.com/homedetails/21327-I-St-Elkhorn-NE-68022/250205810_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/23/2024,1/29/2024,Yes,9/21/2023,155,130
408,"13475 Elm Cir, Omaha, NE 68144","$265,111 ",4 bds,2 ba,"1,881 sqft",'https://www.zillow.com/homedetails/13475-Elm-Cir-Omaha-NE-68144/75763910_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,9/29/2023,No,9/6/2023,155,23
290,"4779 Decatur St, Omaha, NE 68104","$266,309 ",3 bds,2 ba,"1,506 sqft",'https://www.zillow.com/homedetails/4779-Decatur-St-Omaha-NE-68104/75873917_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/8/2024,Yes,8/11/2023,181,150
291,"13416 Burdette St, Omaha, NE 68164","$355,000 ",4 bds,3 ba,"2,147 sqft",'https://www.zillow.com/homedetails/13416-Burdette-St-Omaha-NE-68164/75877073_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/8/2024,Yes,8/11/2023,181,150
339,"1809 S 113th St, Omaha, NE 68144","$629,000 ",4 bds,4 ba,"3,835 sqft",https://www.zillow.com/homedetails/1809-S-113th-St-Omaha-NE-68144/75869025_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,7/28/2023,No,7/24/2023,186,4
292,"3510 X St, Omaha, NE 68107","$125,000 ",1 bd,1 ba,943 sqft,'https://www.zillow.com/homedetails/3510-X-St-Omaha-NE-68107/75847245_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/19/2024,Yes,8/4/2023,189,168
293,"7911 Lake St, Omaha, NE 68134","$245,000 ",2 bds,2 ba,"1,320 sqft",'https://www.zillow.com/homedetails/7911-Lake-St-Omaha-NE-68134/75830596_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/12/2024,1/12/2024,Yes,8/2/2023,194,163
406,"5031 Maple St, Omaha, NE 68104","$140,000 ",2 bds,1 ba,888 sqft,https://www.zillow.com/homedetails/5031-Maple-St-Omaha-NE-68104/75813059_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/15/2024,No,7/13/2023,197,186
294,"2907 N 166th Ave, Omaha, NE 68116","$418,359 ",3 bds,2 ba,"1,509 sqft",https://www.zillow.com/homedetails/2907-N-166th-Ave-Omaha-NE-68116/2072733044_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/12/2024,1/22/2024,Yes,7/25/2023,202,181
304,"7906 N 93rd St, Omaha, NE 68122","$360,700 ",4 bds,3 ba,"2,069 sqft",'https://www.zillow.com/homedetails/7906-N-93rd-St-Omaha-NE-68122/337000299_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/20/2024,6/8/2023,No,4/18/2023,308,51
305,"7907 N 93rd St, Omaha, NE 68122","$355,000 ",4 bds,3 ba,"2,069 sqft",https://www.zillow.com/homedetails/7907-N-93rd-St-Omaha-NE-68122/2058885641_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,4/30/2023,Yes,3/6/2023,317,40
326,"17528 Greenleaf St, Omaha, NE 68136","$437,845 ",3 bds,3 ba,"2,201 sqft",https://www.zillow.com/homedetails/17528-Greenleaf-St-Omaha-NE-68136/2062258359_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,6/30/2023,Yes,2/3/2022,383,147
327,"4509 S 217th Ave, Elkhorn, NE 68022","$721,457 ",5 bds,5 ba,"4,078 sqft",https://www.zillow.com/homedetails/4509-S-217th-Ave-Elkhorn-NE-68022/250205161_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,3/10/2023,No,6/28/2022,583,255
