No.,Location,Price,BD,BA,sq..ft.,URL,Image,Sold,Pending,PriceChange,Listed,Days_in_Market,Days_to_Pending
83,"120 S 31st Ave APT 5711, Omaha, NE 68131","$435,000 ",2 bds,2 ba,"1,606 sqft",'https://www.zillow.com/homedetails/120-S-31st-Ave-APT-5711-Omaha-NE-68131/123427505_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/7/2024,Yes,12/27/2023,51,11
306,"5014 N 22nd St, Omaha, NE 68110","$154,000 ",3 bds,1 ba,"1,487 sqft",'https://www.zillow.com/homedetails/5014-N-22nd-St-Omaha-NE-68110/75877809_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/18/2023,No,11/29/2023,51,19
307,"5014 N 22nd St, Omaha, NE 68110","$154,000 ",3 bds,1 ba,"1,487 sqft",'https://www.zillow.com/homedetails/5014-N-22nd-St-Omaha-NE-68110/75877809_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/18/2023,No,11/29/2023,51,19
84,"806 S 166th St, Omaha, NE 68118","$650,000 ",4 bds,4 ba,"6,058 sqft",'https://www.zillow.com/homedetails/806-S-166th-St-Omaha-NE-68118/75850815_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/11/2024,Yes,12/19/2023,52,23
85,"1522 N 20th St, Omaha, NE 68110","$225,000 ",3 bds,2 ba,"1,725 sqft",'https://www.zillow.com/homedetails/1522-N-20th-St-Omaha-NE-68110/118872708_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,1/17/2024,Yes,12/12/2023,52,36
295,"4205 S 219th St, Elkhorn, NE 68022","$560,000 ",3 bds,3 ba,"2,975 sqft",https://www.zillow.com/homedetails/4205-S-219th-St-Elkhorn-NE-68022/250204948_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/16/2024,No,12/19/2023,52,28
86,"9810 Harney Pkwy N, Omaha, NE 68114","$490,000 ",6 bds,4 ba,"3,751 sqft",'https://www.zillow.com/homedetails/9810-Harney-Pkwy-N-Omaha-NE-68114/118786087_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/19/2024,1/15/2024,Yes,12/28/2023,53,18
87,"14206 Madison St, Omaha, NE 68137","$310,000 ",3 bds,2 ba,"1,722 sqft",'https://www.zillow.com/homedetails/14206-Madison-St-Omaha-NE-68137/75872724_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/8/2024,Yes,12/18/2023,53,21
88,"10076 Fieldcrest Dr, Omaha, NE 68114","$662,500 ",3 bds,3 ba,"4,101 sqft",'https://www.zillow.com/homedetails/10076-Fieldcrest-Dr-Omaha-NE-68114/75772977_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/6/2024,12/28/2023,Yes,12/15/2023,53,13
89,"3506 N 36th Ave, Omaha, NE 68111","$120,000 ",3 bds,1 ba,"1,032 sqft",'https://www.zillow.com/homedetails/3506-N-36th-Ave-Omaha-NE-68111/75838227_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/4/2024,Yes,11/27/2023,53,38
90,"3506 N 36th Ave, Omaha, NE 68111","$120,000 ",3 bds,1 ba,"1,032 sqft",'https://www.zillow.com/homedetails/3506-N-36th-Ave-Omaha-NE-68111/75838227_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/4/2024,Yes,11/27/2023,53,38
386,"4686 N 149th St, Omaha, NE 68116","$290,000 ",3 bds,2 ba,"1,456 sqft",'https://www.zillow.com/homedetails/4686-N-149th-St-Omaha-NE-68116/91931207_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/5/2024,1/4/2024,No,12/14/2023,53,21
91,"2573 Bauman Ave, Omaha, NE 68112","$170,000 ",2 bds,1 ba,"1,411 sqft",'https://www.zillow.com/homedetails/2573-Bauman-Ave-Omaha-NE-68112/75879442_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,1/2/2024,Yes,12/8/2023,54,25
92,"13906 Pine St, Omaha, NE 68144","$327,500 ",4 bds,3 ba,"2,185 sqft",'https://www.zillow.com/homedetails/13906-Pine-St-Omaha-NE-68144/75861047_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/11/2023,Yes,11/26/2023,54,15
93,"13906 Pine St, Omaha, NE 68144","$327,500 ",4 bds,3 ba,"2,185 sqft",'https://www.zillow.com/homedetails/13906-Pine-St-Omaha-NE-68144/75861047_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/11/2023,Yes,11/26/2023,54,15
411,"2521 N 165th Ave, Omaha, NE 68116","$415,000 ",4 bds,4 ba,"3,298 sqft",'https://www.zillow.com/homedetails/2521-N-165th-Ave-Omaha-NE-68116/118801657_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,1/24/2024,No,12/28/2023,55,27
94,"19313 K Cir, Omaha, NE 68135","$420,000 ",4 bds,3 ba,"3,246 sqft",'https://www.zillow.com/homedetails/19313-K-Cir-Omaha-NE-68135/118835292_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,12/30/2023,Yes,11/22/2023,56,38
95,"19313 K Cir, Omaha, NE 68135","$420,000 ",4 bds,3 ba,"3,246 sqft",'https://www.zillow.com/homedetails/19313-K-Cir-Omaha-NE-68135/118835292_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,12/30/2023,Yes,11/22/2023,56,38
318,"7418 N 80th St, Omaha, NE 68122","$290,000 ",3 bds,4 ba,"2,873 sqft",'https://www.zillow.com/homedetails/7418-N-80th-St-Omaha-NE-68122/75863521_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/30/2023,No,12/1/2023,56,29
366,"8921 N 82nd St, Omaha, NE 68122","$265,000 ",4 bds,3 ba,"1,703 sqft",'https://www.zillow.com/homedetails/8921-N-82nd-St-Omaha-NE-68122/75768697_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/8/2024,No,12/15/2023,56,24
460,"13614 Redwood Cir, Omaha, NE 68138","$299,900 ",3 bds,3 ba,"1,836 sqft",'https://www.zillow.com/homedetails/13614-Redwood-Cir-Omaha-NE-68138/6652868_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/14/2024,1/5/2024,No,12/20/2023,56,16
96,"7811 N 116th St, Omaha, NE 68142","$330,000 ",4 bds,3 ba,"2,618 sqft",'https://www.zillow.com/homedetails/7811-N-116th-St-Omaha-NE-68142/180984922_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,1/13/2024,Yes,12/26/2023,57,18
97,"5413 N 206th St, Elkhorn, NE 68022","$599,000 ",6 bds,3 ba,"3,834 sqft",'https://www.zillow.com/homedetails/5413-N-206th-St-Elkhorn-NE-68022/2062723891_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/9/2024,Yes,12/13/2023,57,27
98,"18720 Marcy St, Elkhorn, NE 68022","$472,500 ",5 bds,4 ba,"3,267 sqft",'https://www.zillow.com/homedetails/18720-Marcy-St-Elkhorn-NE-68022/123427145_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/13/2023,Yes,11/30/2023,57,13
99,"4810 N 109th St, Omaha, NE 68164","$240,000 ",3 bds,3 ba,"2,283 sqft",'https://www.zillow.com/homedetails/4810-N-109th-St-Omaha-NE-68164/75801957_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,12/1/2023,Yes,11/20/2023,58,11
100,"4810 N 109th St, Omaha, NE 68164","$240,000 ",3 bds,3 ba,"2,283 sqft",'https://www.zillow.com/homedetails/4810-N-109th-St-Omaha-NE-68164/75801957_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,12/1/2023,Yes,11/20/2023,58,11
381,"7711 N 90th St, Omaha, NE 68122","$345,000 ",4 bds,3 ba,"2,726 sqft",'https://www.zillow.com/homedetails/7711-N-90th-St-Omaha-NE-68122/244070518_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/4/2023,No,11/29/2023,58,5
101,"1811 S 169th Cir, Omaha, NE 68130","$293,000 ",3 bds,3 ba,"1,865 sqft",'https://www.zillow.com/homedetails/1811-S-169th-Cir-Omaha-NE-68130/75843114_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/6/2024,Yes,12/12/2023,59,25
102,"3205 Emmet St, Omaha, NE 68111","$142,000 ",2 bds,2 ba,"1,490 sqft",'https://www.zillow.com/homedetails/3205-Emmet-St-Omaha-NE-68111/75865463_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/6/2024,1/7/2024,Yes,12/9/2023,59,29
407,"17303 Palisades Dr, Omaha, NE 68136","$430,000 ",4 bds,3 ba,"2,699 sqft",'https://www.zillow.com/homedetails/17303-Palisades-Dr-Omaha-NE-68136/68287900_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/5/2024,12/13/2023,No,12/8/2023,59,5
103,"9306 Shamrock Rd, Omaha, NE 68114","$650,000 ",4 bds,4 ba,"3,296 sqft",'https://www.zillow.com/homedetails/9306-Shamrock-Rd-Omaha-NE-68114/75836808_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/12/2024,2/1/2024,Yes,12/14/2023,60,49
104,"8911 S 167th St, Omaha, NE 68136","$380,000 ",5 bds,4 ba,"3,254 sqft",'https://www.zillow.com/homedetails/8911-S-167th-St-Omaha-NE-68136/70065045_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/23/2023,Yes,12/4/2023,60,19
105,"3436 Decatur St, Omaha, NE 68111","$140,500 ",3 bds,1 ba,928 sqft,'https://www.zillow.com/homedetails/3436-Decatur-St-Omaha-NE-68111/75861216_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/29/2024,12/26/2023,Yes,11/30/2023,60,26
312,"1829 Robertson Dr, Omaha, NE 68114","$220,500 ",3 bds,3 ba,"1,271 sqft",'https://www.zillow.com/homedetails/1829-Robertson-Dr-Omaha-NE-68114/75890699_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/24/2024,1/2/2024,No,11/25/2023,60,38
106,"17335 Wirt St, Omaha, NE 68116","$515,000 ",4 bds,4 ba,"4,436 sqft",'https://www.zillow.com/homedetails/17335-Wirt-St-Omaha-NE-68116/75826106_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,1/13/2024,Yes,12/22/2023,61,22
107,"21315 E St, Elkhorn, NE 68022","$844,240 ",5 bds,4 ba,"4,010 sqft",'https://www.zillow.com/homedetails/21315-E-St-Elkhorn-NE-68022/244066108_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/20/2024,12/29/2023,Yes,11/20/2023,61,39
108,"21315 E St, Elkhorn, NE 68022","$844,240 ",5 bds,4 ba,"4,010 sqft",'https://www.zillow.com/homedetails/21315-E-St-Elkhorn-NE-68022/244066108_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/20/2024,12/29/2023,Yes,11/20/2023,61,39
109,"4864 Saratoga St, Omaha, NE 68104","$182,500 ",4 bds,3 ba,"1,868 sqft",'https://www.zillow.com/homedetails/4864-Saratoga-St-Omaha-NE-68104/75872184_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/7/2024,1/23/2024,Yes,12/7/2023,62,47
110,"1211 N 97th Plz, Omaha, NE 68114","$570,000 ",3 bds,3 ba,"4,390 sqft",'https://www.zillow.com/homedetails/1211-N-97th-Plz-Omaha-NE-68114/118860275_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,12/27/2023,Yes,12/1/2023,62,26
111,"2322 N 98th Ave, Omaha, NE 68134","$247,500 ",3 bds,2 ba,"1,990 sqft",'https://www.zillow.com/homedetails/2322-N-98th-Ave-Omaha-NE-68134/75839384_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,1/2/2024,Yes,11/30/2023,62,33
112,"2721 N 191st Ave, Elkhorn, NE 68022","$374,000 ",4 bds,3 ba,"2,243 sqft",'https://www.zillow.com/homedetails/2721-N-191st-Ave-Elkhorn-NE-68022/118728465_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/24/2024,12/22/2023,Yes,11/23/2023,62,29
113,"16011 Manderson St, Omaha, NE 68116","$393,900 ",4 bds,3 ba,"2,251 sqft",'https://www.zillow.com/homedetails/16011-Manderson-St-Omaha-NE-68116/128652325_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/15/2023,Yes,12/1/2023,63,14
114,"20603 Grand Ave, Elkhorn, NE 68022","$365,000 ",3 bds,2 ba,"1,830 sqft",'https://www.zillow.com/homedetails/20603-Grand-Ave-Elkhorn-NE-68022/180953661_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,1/9/2024,Yes,11/30/2023,63,40
115,"1227 S 110th St, Omaha, NE 68144","$525,000 ",6 bds,3 ba,"3,627 sqft",'https://www.zillow.com/homedetails/1227-S-110th-St-Omaha-NE-68144/75869800_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,12/27/2023,Yes,11/29/2023,63,28
116,"2920 N 49th Ave, Omaha, NE 68104","$145,000 ",2 bds,1 ba,852 sqft,'https://www.zillow.com/homedetails/2920-N-49th-Ave-Omaha-NE-68104/75829849_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,12/14/2023,Yes,11/14/2023,63,30
117,"2920 N 49th Ave, Omaha, NE 68104","$145,000 ",2 bds,1 ba,852 sqft,'https://www.zillow.com/homedetails/2920-N-49th-Ave-Omaha-NE-68104/75829849_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,12/14/2023,Yes,11/14/2023,63,30
311,"1110 S 10th St APT 2, Omaha, NE 68108","$447,000 ",2 bds,2 ba,"2,609 sqft",'https://www.zillow.com/homedetails/1110-S-10th-St-APT-2-Omaha-NE-68108/2093806732_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,1/2/2024,No,11/24/2023,63,39
418,"15417 Stevens Plz, Omaha, NE 68137","$540,000 ",4 bds,3 ba,"3,464 sqft",'https://www.zillow.com/homedetails/15417-Stevens-Plz-Omaha-NE-68137/75898381_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/6/2023,No,12/1/2023,63,5
462,"15521 Margo St, Omaha, NE 68138","$317,000 ",4 bds,4 ba,"2,000 sqft",'https://www.zillow.com/homedetails/15521-Margo-St-Omaha-NE-68138/6651824_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,12/27/2023,No,12/15/2023,63,12
118,"22122 Riverside Dr, Elkhorn, NE 68022","$525,000 ",5 bds,3 ba,"3,744 sqft",'https://www.zillow.com/homedetails/22122-Riverside-Dr-Elkhorn-NE-68022/75785795_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,1/10/2024,Yes,11/29/2023,64,42
119,"2589 Ellison Ave, Omaha, NE 68111","$214,900 ",3 bds,3 ba,"2,152 sqft",'https://www.zillow.com/homedetails/2589-Ellison-Ave-Omaha-NE-68111/75871229_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,1/15/2024,Yes,11/28/2023,64,48
120,"6505 S 115th St, Omaha, NE 68137","$265,000 ",3 bds,3 ba,"1,824 sqft",'https://www.zillow.com/homedetails/6505-S-115th-St-Omaha-NE-68137/75799727_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/23/2024,12/9/2023,Yes,11/20/2023,64,19
121,"4418 S 163rd St, Omaha, NE 68135","$795,000 ",4 bds,5 ba,"5,212 sqft",'https://www.zillow.com/homedetails/4418-S-163rd-St-Omaha-NE-68135/75844480_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,1/9/2024,Yes,11/15/2023,64,55
122,"4418 S 163rd St, Omaha, NE 68135","$795,000 ",4 bds,5 ba,"5,212 sqft",'https://www.zillow.com/homedetails/4418-S-163rd-St-Omaha-NE-68135/75844480_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,1/9/2024,Yes,11/15/2023,64,55
123,"10815 S 178th St, Omaha, NE 68136","$314,990 ",4 bds,2 ba,"1,497 sqft",'https://www.zillow.com/homedetails/10815-S-178th-St-Omaha-NE-68136/2057412790_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,12/16/2023,Yes,11/14/2023,65,32
124,"10815 S 178th St, Omaha, NE 68136","$314,990 ",4 bds,2 ba,"1,497 sqft",'https://www.zillow.com/homedetails/10815-S-178th-St-Omaha-NE-68136/2057412790_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,12/16/2023,Yes,11/14/2023,65,32
458,"6329 S 172nd St, Omaha, NE 68135","$460,000 ",5 bds,5 ba,"4,062 sqft",'https://www.zillow.com/homedetails/6329-S-172nd-St-Omaha-NE-68135/75888835_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,2/7/2024,No,12/13/2023,65,56
125,"1004 S 51st Ave, Omaha, NE 68106","$216,000 ",3 bds,1 ba,"1,348 sqft",'https://www.zillow.com/homedetails/1004-S-51st-Ave-Omaha-NE-68106/75886675_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/17/2024,Yes,12/12/2023,66,36
126,"7944 Military Ave, Omaha, NE 68134","$255,000 ",4 bds,2 ba,"2,426 sqft",'https://www.zillow.com/homedetails/7944-Military-Ave-Omaha-NE-68134/75763442_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/5/2024,1/18/2024,Yes,12/1/2023,66,48
127,"5034 Bedford Ave, Omaha, NE 68104","$295,000 ",4 bds,3 ba,"2,705 sqft",'https://www.zillow.com/homedetails/5034-Bedford-Ave-Omaha-NE-68104/75887333_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/12/2023,Yes,11/14/2023,66,28
128,"5034 Bedford Ave, Omaha, NE 68104","$295,000 ",4 bds,3 ba,"2,705 sqft",'https://www.zillow.com/homedetails/5034-Bedford-Ave-Omaha-NE-68104/75887333_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/12/2023,Yes,11/14/2023,66,28
129,"3021 S 33rd St, Omaha, NE 68105","$245,000 ",4 bds,2 ba,"1,701 sqft",'https://www.zillow.com/homedetails/3021-S-33rd-St-Omaha-NE-68105/75856930_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,12/18/2023,Yes,11/13/2023,66,35
130,"3021 S 33rd St, Omaha, NE 68105","$245,000 ",4 bds,2 ba,"1,701 sqft",'https://www.zillow.com/homedetails/3021-S-33rd-St-Omaha-NE-68105/75856930_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,12/18/2023,Yes,11/13/2023,66,35
131,"1705 Hillside Dr, Omaha, NE 68114","$284,000 ",4 bds,3 ba,"1,847 sqft",'https://www.zillow.com/homedetails/1705-Hillside-Dr-Omaha-NE-68114/75870314_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,1/12/2024,Yes,11/13/2023,66,60
132,"1705 Hillside Dr, Omaha, NE 68114","$284,000 ",4 bds,3 ba,"1,847 sqft",'https://www.zillow.com/homedetails/1705-Hillside-Dr-Omaha-NE-68114/75870314_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/18/2024,1/12/2024,Yes,11/13/2023,66,60
133,"509 S 188th Cir, Elkhorn, NE 68022","$460,000 ",4 bds,4 ba,"2,878 sqft",'https://www.zillow.com/homedetails/509-S-188th-Cir-Elkhorn-NE-68022/118732354_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/29/2023,Yes,11/27/2023,67,32
134,"5810 Manderson St, Omaha, NE 68104","$167,000 ",2 bds,2 ba,"1,544 sqft",'https://www.zillow.com/homedetails/5810-Manderson-St-Omaha-NE-68104/75885756_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/24/2024,12/15/2023,Yes,11/18/2023,67,27
135,"18890 Mayberry Plz, Elkhorn, NE 68022","$358,500 ",3 bds,2 ba,"1,650 sqft",'https://www.zillow.com/homedetails/18890-Mayberry-Plz-Elkhorn-NE-68022/118822237_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,1/24/2024,Yes,12/15/2023,68,40
136,"6202 S 173rd Ave, Omaha, NE 68135","$415,000 ",5 bds,3 ba,"3,354 sqft",'https://www.zillow.com/homedetails/6202-S-173rd-Ave-Omaha-NE-68135/118770337_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/5/2024,1/5/2024,Yes,11/29/2023,68,37
137,"2015 S 214th Ave, Elkhorn, NE 68022","$740,000 ",4 bds,4 ba,"4,075 sqft",'https://www.zillow.com/homedetails/2015-S-214th-Ave-Elkhorn-NE-68022/181066766_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/23/2024,12/23/2023,Yes,11/16/2023,68,37
355,"7910 Craig Cir, Omaha, NE 68122","$275,000 ",3 bds,2 ba,"1,687 sqft",'https://www.zillow.com/homedetails/7910-Craig-Cir-Omaha-NE-68122/75793862_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/3/2024,No,12/2/2023,68,32
412,"5006 Cuming St, Omaha, NE 68132","$415,000 ",4 bds,4 ba,"2,911 sqft",'https://www.zillow.com/homedetails/5006-Cuming-St-Omaha-NE-68132/75879096_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/25/2024,11/21/2023,No,11/17/2023,69,4
138,"5501 Fontenelle Blvd, Omaha, NE 68111","$225,000 ",3 bds,2 ba,"1,524 sqft",'https://www.zillow.com/homedetails/5501-Fontenelle-Blvd-Omaha-NE-68111/75811509_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/15/2024,1/8/2024,Yes,12/7/2023,70,32
139,"15333 Monroe St, Omaha, NE 68137","$293,000 ",4 bds,3 ba,"1,909 sqft",'https://www.zillow.com/homedetails/15333-Monroe-St-Omaha-NE-68137/75787587_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,1/8/2024,Yes,11/30/2023,70,39
140,"1811 S 45th St, Omaha, NE 68106","$363,000 ",3 bds,3 ba,"2,206 sqft",'https://www.zillow.com/homedetails/1811-S-45th-St-Omaha-NE-68106/75823620_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/7/2024,1/10/2024,Yes,11/29/2023,70,42
141,"4404 S 219th St, Elkhorn, NE 68022","$549,000 ",5 bds,3 ba,"2,932 sqft",'https://www.zillow.com/homedetails/4404-S-219th-St-Elkhorn-NE-68022/250204962_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,12/29/2023,Yes,11/22/2023,70,37
142,"12923 Binney St, Omaha, NE 68164","$460,000 ",3 bds,3 ba,"2,921 sqft",'https://www.zillow.com/homedetails/12923-Binney-St-Omaha-NE-68164/75848040_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/23/2024,12/15/2023,Yes,11/14/2023,70,31
